plot_id,tree_id,tree_tag,genus,species,name,dbh_cm,dfc_m,ord,ba,count,
A4-05,A4-5-195-00242,242,Quercus,prinus,Quercus prinus,28,11.094,301,615.75164,1,
A4-05,A4-5-195-00221,221,Quercus,prinus,Quercus prinus,19.5,13.268,316,298.6473994,1,
A4-05,A4-5-195-00296,296,Quercus,prinus,Quercus prinus,40.8,5.405,67,1307.404094,1,
A4-05,A4-5-195-00294,294,Quercus,prinus,Quercus prinus,24.5,11.47,110,471.4348494,1,
A4-05,A4-5-195-00294,294,Quercus,prinus,Quercus prinus,28.3,11.47,110,629.0170038,1,
A4-05,A4-5-195-00292,292,Quercus,prinus,Quercus prinus,28,14.87,100,615.75164,1,
A4-05,A4-5-195-00292,292,Quercus,prinus,Quercus prinus,33.7,14.87,100,891.9680868,1,
A4-05,A4-5-195-00284,284,Quercus,prinus,Quercus prinus,33.3,13.1,145,870.9194338,1,
A4-05,A4-5-195-00282,282,Quercus,prinus,Quercus prinus,15.3,3.201,164,183.8537008,1,
A4-05,A4-5-195-00281,281,Quercus,prinus,Quercus prinus,19.1,4.713,153,286.520862,1,
A4-05,A4-5-195-00280,280,Quercus,prinus,Quercus prinus,26.5,5.058,187,551.5453944,1,
A4-05,A4-5-195-00276,276,Quercus,prinus,Quercus prinus,43.7,8.996,203,1499.865752,1,
A4-05,A4-5-195-00269,269,Quercus,prinus,Quercus prinus,20,12.656,164,314.159,1,
A4-05,A4-5-195-00265,265,Quercus,prinus,Quercus prinus,18,14.159,209,254.46879,1,
A4-05,A4-5-195-00262,262,Quercus,prinus,Quercus prinus,55.3,10.02,223,2401.816241,1,
A4-05,A4-5-195-00262,262,Quercus,prinus,Quercus prinus,52.5,10.02,223,2164.751859,1,
A4-05,A4-5-195-00258,258,Quercus,prinus,Quercus prinus,15.3,7.62,224,183.8537008,1,
A4-05,A4-5-195-00258,258,Quercus,prinus,Quercus prinus,22.8,7.62,224,408.2810364,1,
A4-05,A4-5-195-00253,253,Quercus,prinus,Quercus prinus,28,5.102,265,615.75164,1,
A4-05,A4-5-195-01464,1464,Quercus,prinus,Quercus prinus,12.6,5.324,26,124.6897071,1,
A4-05,A4-5-195-01462,1462,Quercus,prinus,Quercus prinus,35,8.485,8,962.1119375,1,
A4-05,A4-5-195-01458,1458,Quercus,prinus,Quercus prinus,33.4,14.742,17,876.1580351,1,
A4-05,A4-5-195-01456,1456,Quercus,prinus,Quercus prinus,30.1,9.798,35,711.577989,1,
A4-05,A4-5-195-01452,1452,Quercus,prinus,Quercus prinus,36.7,11.65,60,1057.844039,1,
A4-05,A4-5-195-01196,1196,Quercus,prinus,Quercus prinus,60.1,14.207,40,2836.863624,1,
A4-05,A4-5-195-00288,288,Quercus,rubra,Quercus rubra,41.3,13.2,130,1339.644662,1,
A4-06,A4-06-59-00702,702,Acer,rubrum,Acer rubrum,4.4,11.905,296,15.2052956,1,
A4-06,A4-06-59-00707,707,Acer,rubrum,Acer rubrum,3.5,4.439,282,9.621119375,1,
A4-06,A4-06-59-00710,710,Acer,rubrum,Acer rubrum,4.6,15.55,250,16.6190111,1,
A4-06,A4-06-59-00712,712,Acer,rubrum,Acer rubrum,4.1,13.9,233,13.20253198,1,
A4-06,A4-06-59-00715,715,Acer,rubrum,Acer rubrum,10.3,6.727,230,83.32282078,1,
A4-06,A4-06-59-00717,717,Acer,rubrum,Acer rubrum,10.3,13.1,227,83.32282078,1,
A4-06,A4-06-59-00718,718,Acer,rubrum,Acer rubrum,4.2,13.994,206,13.8544119,1,
A4-06,A4-06-59-00719,719,Acer,rubrum,Acer rubrum,6.6,11.696,186,34.2119151,1,
A4-06,A4-06-59-00720,720,Acer,rubrum,Acer rubrum,11.2,9.304,194,98.5202624,1,
A4-06,A4-06-59-00721,721,Acer,rubrum,Acer rubrum,4.9,6.133,197,18.85739398,1,
A4-06,A4-06-59-00730,730,Acer,rubrum,Acer rubrum,6.5,12.436,313,33.18304438,1,
A4-06,A4-06-59-00733,733,Acer,rubrum,Acer rubrum,17.5,14.261,323,240.5279844,1,
A4-06,A4-06-59-00735,735,Acer,rubrum,Acer rubrum,5.7,15.201,337,25.51756478,1,
A4-06,A4-06-59-00763,763,Acer,rubrum,Acer rubrum,12.3,15.201,334,118.8227878,1,
A4-06,A4-06-59-00791,791,Acer,rubrum,Acer rubrum,5.3,15.418,343,22.06181578,1,
A4-06,A4-06-59-00793,793,Acer,rubrum,Acer rubrum,5.1,5.323,298,20.42818898,1,
A4-06,A4-06-59-00795,795,Acer,rubrum,Acer rubrum,6,14.261,325,28.27431,1,
A4-06,A4-06-59-01474,1474,Acer,rubrum,Acer rubrum,8.1,13.217,105,51.52992998,1,
A4-06,A4-06-59-01476,1476,Acer,rubrum,Acer rubrum,3.2,7.962,100,8.0424704,1,
A4-06,A4-06-59-01479,1479,Acer,rubrum,Acer rubrum,3.8,8.784,44,11.3411399,1,
A4-06,A4-06-59-01480,1480,Acer,rubrum,Acer rubrum,9,11.655,52,63.6171975,1,
A4-06,A4-06-59-01481,1481,Acer,rubrum,Acer rubrum,3.1,14.514,90,7.547669975,1,
A4-06,A4-06-59-01486,1486,Acer,rubrum,Acer rubrum,9,12.072,65,63.6171975,1,
A4-06,A4-06-59-01487,1487,Acer,rubrum,Acer rubrum,4.5,15.621,54,15.90429938,1,
A4-06,A4-06-59-01489,1489,Acer,rubrum,Acer rubrum,7.8,13.765,40,47.7835839,1,
A4-06,A4-06-59-01491,1491,Acer,rubrum,Acer rubrum,6.9,12.24,32,37.39277498,1,
A4-06,A4-06-59-01493,1493,Acer,rubrum,Acer rubrum,4.6,8.533,15,16.6190111,1,
A4-06,A4-06-59-01494,1494,Acer,rubrum,Acer rubrum,10,13.754,10,78.53975,1,
A4-06,A4-06-59-01495,1495,Acer,rubrum,Acer rubrum,35,12.302,9,962.1119375,1,
A4-06,A4-06-59-01496,1496,Acer,rubrum,Acer rubrum,11.1,12.022,357,96.76882598,1,
A4-06,A4-06-59-01497,1497,Acer,rubrum,Acer rubrum,10.8,10.619,314,91.6087644,1,
A4-06,A4-06-59-01498,1498,Acer,rubrum,Acer rubrum,14.6,6.025,338,167.4153311,1,
A4-06,A4-06-59-01499,1499,Acer,rubrum,Acer rubrum,7.2,3.41,0,40.7150064,1,
A4-06,A4-06-59-00703,703,Nyssa,sylvatica,Nyssa sylvatica,5.3,15.8,282,22.06181578,1,
A4-06,A4-06-59-00705,705,Nyssa,sylvatica,Nyssa sylvatica,6.6,14.36,285,34.2119151,1,
A4-06,A4-06-59-00706,706,Nyssa,sylvatica,Nyssa sylvatica,8,8.031,276,50.26544,1,
A4-06,A4-06-59-00708,708,Nyssa,sylvatica,Nyssa sylvatica,27.7,6.098,265,602.6276478,1,
A4-06,A4-06-59-00709,709,Nyssa,sylvatica,Nyssa sylvatica,6.8,10.55,257,36.3167804,1,
A4-06,A4-06-59-00711,711,Nyssa,sylvatica,Nyssa sylvatica,4.2,15.2,240,13.8544119,1,
A4-06,A4-06-59-00713,713,Nyssa,sylvatica,Nyssa sylvatica,4.5,11.267,249,15.90429938,1,
A4-06,A4-06-59-00716,716,Nyssa,sylvatica,Nyssa sylvatica,33.1,14.25,227,860.489355,1,
A4-06,A4-06-59-00722,722,Nyssa,sylvatica,Nyssa sylvatica,20.2,4.435,180,320.4735959,1,
A4-06,A4-06-59-00780,780,Nyssa,sylvatica,Nyssa sylvatica,7.3,8.54,303,41.85383278,1,
A4-06,A4-06-59-01468,1468,Nyssa,sylvatica,Nyssa sylvatica,15.7,3.637,135,193.5926298,1,
A4-06,A4-06-59-01469,1469,Nyssa,sylvatica,Nyssa sylvatica,12.4,6.311,150,120.7627196,1,
A4-06,A4-06-59-01471,1471,Nyssa,sylvatica,Nyssa sylvatica,11.2,12.715,150,98.5202624,1,
A4-06,A4-06-59-01475,1475,Nyssa,sylvatica,Nyssa sylvatica,21.3,8.168,115,356.3269918,1,
A4-06,A4-06-59-01477,1477,Nyssa,sylvatica,Nyssa sylvatica,14.1,5.765,105,156.144877,1,
A4-06,A4-06-59-01478,1478,Nyssa,sylvatica,Nyssa sylvatica,5.1,4.692,107,20.42818898,1,
A4-06,A4-06-59-01482,1482,Nyssa,sylvatica,Nyssa sylvatica,4.1,15.271,90,13.20253198,1,
A4-06,A4-06-59-01484,1484,Nyssa,sylvatica,Nyssa sylvatica,3.4,13.215,83,9.0791951,1,
A4-06,A4-06-59-01485,1485,Nyssa,sylvatica,Nyssa sylvatica,4.4,12.174,75,15.2052956,1,
A4-06,A4-06-59-01492,1492,Nyssa,sylvatica,Nyssa sylvatica,31,9.355,25,754.7669975,1,
A4-06,A4-06-59-01500,1500,Nyssa,sylvatica,Nyssa sylvatica,15.6,2.68,356,191.1343356,1,
A4-06,A4-06-59-01473,1473,Quercus,alba,Quercus alba,54,14.406,129,2290.21911,1,
A4-06,A4-06-59-00704,704,Quercus,prinus,Quercus prinus,43.7,15.2,269,1499.865752,1,
A4-06,A4-06-59-00714,714,Quercus,prinus,Quercus prinus,40.9,8.007,239,1313.820792,1,
A4-06,A4-06-59-00723,723,Quercus,prinus,Quercus prinus,31,1.434,217,754.7669975,1,
A4-06,A4-06-59-00738,738,Quercus,prinus,Quercus prinus,18.1,7.186,307,257.304075,1,
A4-06,A4-06-59-00773,773,Quercus,prinus,Quercus prinus,55.2,13.976,348,2393.137598,1,
A4-06,A4-06-59-00792,792,Quercus,prinus,Quercus prinus,17.6,12.702,343,243.2847296,1,
A4-06,A4-06-59-01470,1470,Quercus,prinus,Quercus prinus,44.4,12.58,170,1548.301216,1,
A4-06,A4-06-59-01472,1472,Quercus,prinus,Quercus prinus,52,13.996,136,2123.71484,1,
A4-06,A4-06-59-01483,1483,Quercus,prinus,Quercus prinus,59.3,14.373,87,2761.842455,1,
A4-06,A4-06-59-01488,1488,Quercus,prinus,Quercus prinus,75.7,12.912,51,4500.71252,1,
A4-06,A4-06-59-01490,1490,Quercus,prinus,Quercus prinus,50.8,12.983,46,2026.828204,1,
A4-06,A4-06-59-00701,701,Quercus,rubra,Quercus rubra,41.7,9.36,303,1365.719859,1,
A4-07,A4-07-71-00011,11,Acer,rubrum,Acer rubrum,6.5,8.377,178,33.18304438,1,
A4-07,A4-07-71-00012,12,Acer,rubrum,Acer rubrum,3.4,10.718,186,9.0791951,1,
A4-07,A4-07-71-00015,15,Acer,rubrum,Acer rubrum,13.8,14.765,208,149.5710999,1,
A4-07,A4-07-71-00072,72,Acer,rubrum,Acer rubrum,14.4,7.998,268,162.8600256,1,
A4-07,A4-07-71-00074,74,Acer,rubrum,Acer rubrum,45.5,5.008,329,1625.969174,1,
A4-07,A4-07-71-00213,213,Acer,rubrum,Acer rubrum,15.5,7.492,5,188.6917494,1,
A4-07,A4-07-71-00222,222,Acer,rubrum,Acer rubrum,32.9,10.45,49,850.122108,1,
A4-07,A4-07-71-00013,13,Kalmia,latifolia,Kalmia latifolia,3.9,13.623,202,11.94589598,1,
A4-07,A4-07-71-00014,14,Kalmia,latifolia,Kalmia latifolia,4.3,12.745,200,14.52199978,1,
A4-07,A4-07-71-00026,26,Kalmia,latifolia,Kalmia latifolia,4,12.11,309,12.56636,1,
A4-07,A4-07-71-00027,27,Kalmia,latifolia,Kalmia latifolia,3.2,14.29,304,8.0424704,1,
A4-07,A4-07-71-00029,29,Kalmia,latifolia,Kalmia latifolia,14,4.112,295,153.93791,1,
A4-07,A4-07-71-00032,32,Kalmia,latifolia,Kalmia latifolia,3.5,13.21,299,9.621119375,1,
A4-07,A4-07-71-00034,34,Kalmia,latifolia,Kalmia latifolia,3.1,13.61,299,7.547669975,1,
A4-07,A4-07-71-00035,35,Kalmia,latifolia,Kalmia latifolia,3.2,13.66,288,8.0424704,1,
A4-07,A4-07-71-00040,40,Kalmia,latifolia,Kalmia latifolia,12.1,12.602,266,114.990048,1,
A4-07,A4-07-71-00041,41,Kalmia,latifolia,Kalmia latifolia,8.6,14.35,277,58.0879991,1,
A4-07,A4-07-71-00081,81,Kalmia,latifolia,Kalmia latifolia,3.8,11.539,250,11.3411399,1,
A4-07,A4-07-71-00085,85,Kalmia,latifolia,Kalmia latifolia,7,9.96,231,38.4844775,1,
A4-07,A4-07-71-00203,203,Kalmia,latifolia,Kalmia latifolia,7.7,9.415,321,46.56621778,1,
A4-07,A4-07-71-00205,205,Kalmia,latifolia,Kalmia latifolia,3.4,5.15,351,9.0791951,1,
A4-07,A4-07-71-00209,209,Kalmia,latifolia,Kalmia latifolia,8.1,12.898,359,51.52992998,1,
A4-07,A4-07-71-00210,210,Kalmia,latifolia,Kalmia latifolia,4.5,12.843,0,15.90429938,1,
A4-07,A4-07-71-00211,211,Kalmia,latifolia,Kalmia latifolia,4,10.779,16,12.56636,1,
A4-07,A4-07-71-00212,212,Kalmia,latifolia,Kalmia latifolia,4.1,8.008,24,13.20253198,1,
A4-07,A4-07-71-00218,218,Kalmia,latifolia,Kalmia latifolia,5.4,14.24,29,22.9021911,1,
A4-07,A4-07-71-00225,225,Kalmia,latifolia,Kalmia latifolia,4.5,8.24,41,15.90429938,1,
A4-07,A4-07-71-00228,228,Kalmia,latifolia,Kalmia latifolia,5.4,15.65,79,22.9021911,1,
A4-07,A4-07-71-00229,229,Kalmia,latifolia,Kalmia latifolia,3.2,10.72,76,8.0424704,1,
A4-07,A4-07-71-00240,240,Kalmia,latifolia,Kalmia latifolia,3.6,4.51,111,10.1787516,1,
A4-07,A4-07-71-00016,16,Nyssa,sylvatica,Nyssa sylvatica,17,12.459,217,226.9798775,1,
A4-07,A4-07-71-00017,17,Nyssa,sylvatica,Nyssa sylvatica,17.6,14.411,229,243.2847296,1,
A4-07,A4-07-71-00018,18,Nyssa,sylvatica,Nyssa sylvatica,8.5,12.492,226,56.74496938,1,
A4-07,A4-07-71-00019,19,Nyssa,sylvatica,Nyssa sylvatica,21,11.349,218,346.3602975,1,
A4-07,A4-07-71-00020,20,Nyssa,sylvatica,Nyssa sylvatica,5.5,13.71,229,23.75827438,1,
A4-07,A4-07-71-00021,21,Nyssa,sylvatica,Nyssa sylvatica,4.3,14.633,330,14.52199978,1,
A4-07,A4-07-71-00022,22,Nyssa,sylvatica,Nyssa sylvatica,4.7,14.7,323,17.34943078,1,
A4-07,A4-07-71-00023,23,Nyssa,sylvatica,Nyssa sylvatica,6.4,11.812,325,32.1698816,1,
A4-07,A4-07-71-00024,24,Nyssa,sylvatica,Nyssa sylvatica,6.9,15.34,310,37.39277498,1,
A4-07,A4-07-71-00025,25,Nyssa,sylvatica,Nyssa sylvatica,5.5,13.46,312,23.75827438,1,
A4-07,A4-07-71-00028,28,Nyssa,sylvatica,Nyssa sylvatica,6.5,14.255,341,33.18304438,1,
A4-07,A4-07-71-00028,28,Nyssa,sylvatica,Nyssa sylvatica,8.7,15.246,277,59.44673678,1,
A4-07,A4-07-71-00042,42,Nyssa,sylvatica,Nyssa sylvatica,8,12.776,286,50.26544,1,
A4-07,A4-07-71-00044,44,Nyssa,sylvatica,Nyssa sylvatica,3.8,12.075,260,11.3411399,1,
A4-07,A4-07-71-00079,79,Nyssa,sylvatica,Nyssa sylvatica,14,7.283,230,153.93791,1,
A4-07,A4-07-71-00082,82,Nyssa,sylvatica,Nyssa sylvatica,7.5,5.06,273,44.17860938,1,
A4-07,A4-07-71-00201,201,Nyssa,sylvatica,Nyssa sylvatica,5.1,7.533,304,20.42818898,1,
A4-07,A4-07-71-00202,202,Nyssa,sylvatica,Nyssa sylvatica,6.8,8.629,316,36.3167804,1,
A4-07,A4-07-71-00204,204,Nyssa,sylvatica,Nyssa sylvatica,6.4,9.141,348,32.1698816,1,
A4-07,A4-07-71-00207,207,Nyssa,sylvatica,Nyssa sylvatica,7.4,11.828,334,43.0083671,1,
A4-07,A4-07-71-00214,214,Nyssa,sylvatica,Nyssa sylvatica,7.1,9.709,13,39.59188798,1,
A4-07,A4-07-71-00215,215,Nyssa,sylvatica,Nyssa sylvatica,4.4,10.561,26,15.2052956,1,
A4-07,A4-07-71-00216,216,Nyssa,sylvatica,Nyssa sylvatica,6.5,10.589,25,33.18304438,1,
A4-07,A4-07-71-00219,219,Nyssa,sylvatica,Nyssa sylvatica,5.6,12.331,56,24.6300656,1,
A4-07,A4-07-71-00220,220,Nyssa,sylvatica,Nyssa sylvatica,8.6,12.75,45,58.0879991,1,
A4-07,A4-07-71-00224,224,Nyssa,sylvatica,Nyssa sylvatica,7.6,6.394,30,45.3645596,1,
A4-07,A4-07-71-00227,227,Nyssa,sylvatica,Nyssa sylvatica,8.7,9.21,58,59.44673678,1,
A4-07,A4-07-71-00230,230,Nyssa,sylvatica,Nyssa sylvatica,11,6.246,74,95.0330975,1,
A4-07,A4-07-71-00231,231,Nyssa,sylvatica,Nyssa sylvatica,9.4,14.546,99,69.3977231,1,
A4-07,A4-07-71-00233,233,Nyssa,sylvatica,Nyssa sylvatica,8.4,12.643,80,55.4176476,1,
A4-07,A4-07-71-00235,235,Nyssa,sylvatica,Nyssa sylvatica,10.1,12.407,84,80.11839898,1,
A4-07,A4-07-71-00236,236,Nyssa,sylvatica,Nyssa sylvatica,5.4,12.303,80,22.9021911,1,
A4-07,A4-07-71-00237,237,Nyssa,sylvatica,Nyssa sylvatica,4.2,7.606,96,13.8544119,1,
A4-07,A4-07-71-00238,238,Nyssa,sylvatica,Nyssa sylvatica,9.1,6.153,109,65.03876698,1,
A4-07,A4-07-71-00239,239,Nyssa,sylvatica,Nyssa sylvatica,5.9,5.371,118,27.33968698,1,
A4-07,A4-07-71-00243,243,Nyssa,sylvatica,Nyssa sylvatica,8.6,2.3,51,58.0879991,1,
A4-07,A4-07-71-00010,10,Pinus,virginiana,Pinus virginiana,38,2.979,205,1134.11399,1,
A4-07,A4-07-71-00033,33,Quercus,prinus,Quercus prinus,63,10.28,304,3117.242678,1,
A4-07,A4-07-71-00043,43,Quercus,prinus,Quercus prinus,37.4,13.96,247,1098.582607,1,
A4-07,A4-07-71-00084,84,Quercus,prinus,Quercus prinus,33,8.944,230,855.2978775,1,
A4-07,A4-07-71-00206,206,Quercus,prinus,Quercus prinus,64.5,10.608,329,3267.449949,1,
A4-07,A4-07-71-00217,217,Quercus,prinus,Quercus prinus,41.7,13.56,29,1365.719859,1,
A4-07,A4-07-71-00221,221,Quercus,prinus,Quercus prinus,36,12.44,48,1017.87516,1,
A4-07,A4-07-71-00223,223,Quercus,prinus,Quercus prinus,15,6.389,26,176.7144375,1,
A4-07,A4-07-71-00226,226,Quercus,prinus,Quercus prinus,57.9,10.43,53,2632.974433,1,
A4-07,A4-07-71-00234,234,Quercus,prinus,Quercus prinus,87.6,12.4,83,6026.95192,1,
A4-07,A4-07-71-00241,241,Quercus,prinus,Quercus prinus,11.9,2.569,145,111.22014,1,
A4-07,A4-07-71-00242,242,Quercus,prinus,Quercus prinus,21.5,1.84,317,363.0499944,1,
A4-08,A408--00535,535,Kalmia,latifolia,Kalmia latifolia,3.2,1.7,175,8.0424704,1,
A4-08,A408--00539,539,Kalmia,latifolia,Kalmia latifolia,4,1.75,121,12.56636,1,
A4-08,A408--00111,111,Kalmia,latifolia,Kalmia latifolia,29,1.65,34,660.5192975,1,
A4-08,A408--01390,1390,Kalmia,latifolia,Kalmia latifolia,12.5,10.5,48,122.7183594,1,
A4-08,A408--00117,117,Kalmia,latifolia,Kalmia latifolia,4,8.8,35,12.56636,1,
A4-08,A408--01385,1385,Kalmia,latifolia,Kalmia latifolia,4.3,10.6,49,14.52199978,1,
A4-08,A408--00116,116,Kalmia,latifolia,Kalmia latifolia,5.2,7.8,29,21.2371484,1,
A4-08,A408--01388,1388,Kalmia,latifolia,Kalmia latifolia,4.4,8.4,20,15.2052956,1,
A4-08,A408--01383,1383,Kalmia,latifolia,Kalmia latifolia,15,8.3,19,176.7144375,1,
A4-08,A408--00122,122,Kalmia,latifolia,Kalmia latifolia,5.4,7.4,5,22.9021911,1,
A4-08,A408--00121,121,Kalmia,latifolia,Kalmia latifolia,5.5,11.4,4,23.75827438,1,
A4-08,A408--00118,118,Kalmia,latifolia,Kalmia latifolia,5,11.7,4,19.6349375,1,
A4-08,A408--00450,450,Kalmia,latifolia,Kalmia latifolia,10,3.9,342,78.53975,1,
A4-08,A408--00108,108,Kalmia,latifolia,Kalmia latifolia,5,3.7,304,19.6349375,1,
A4-08,A408--00127,127,Kalmia,latifolia,Kalmia latifolia,5,11.7,320,19.6349375,1,
A4-08,A408--00449,449,Kalmia,latifolia,Kalmia latifolia,13.1,15.1,315,134.782065,1,
A4-08,A408--00448,448,Kalmia,latifolia,Kalmia latifolia,9,15.1,311,63.6171975,1,
A4-08,A408--00446,446,Kalmia,latifolia,Kalmia latifolia,11.7,15.6,311,107.5130638,1,
A4-08,A408--00126,126,Kalmia,latifolia,Kalmia latifolia,4.8,12.7,305,18.0955584,1,
A4-08,A408--00125,125,Kalmia,latifolia,Kalmia latifolia,5,12.2,290,19.6349375,1,
A4-08,A408--00445,445,Kalmia,latifolia,Kalmia latifolia,8.8,10,284,60.8211824,1,
A4-08,A408--00139,139,Kalmia,latifolia,Kalmia latifolia,7.9,10.75,281,49.01665798,1,
A4-08,A408--00531,531,Kalmia,latifolia,Kalmia latifolia,4.2,10.5,240,13.8544119,1,
A4-08,A408--00530,530,Kalmia,latifolia,Kalmia latifolia,7.6,12.35,238,45.3645596,1,
A4-08,A408--01392,1392,Kalmia,latifolia,Kalmia latifolia,4.6,9.76,195,16.6190111,1,
A4-08,A408--00839,839,Kalmia,latifolia,Kalmia latifolia,3.9,13.5,172,11.94589598,1,
A4-08,A408--00838,838,Kalmia,latifolia,Kalmia latifolia,3.8,10.6,168,11.3411399,1,
A4-08,A408--01396,1396,Kalmia,latifolia,Kalmia latifolia,5.8,13.8,145,26.4207719,1,
A4-08,A408--00135,135,Kalmia,latifolia,Kalmia latifolia,9.8,14.5,5,75.4295759,1,
A4-08,A408--00128,128,Kalmia,latifolia,Kalmia latifolia,6.6,13.7,2,34.2119151,1,
A4-08,A408--00140,140,Acer,rubrum,Acer rubrum,26.8,4.63,242,564.1039004,1,
A4-08,A408--00840,840,Acer,rubrum,Acer rubrum,56.7,7.25,171,2524.966569,1,
A4-08,A408--00140,140,Acer,rubrum,Acer rubrum,27.2,4.55,243,581.0684864,1,
A4-08,A408--00103,103,Acer,rubrum,Acer rubrum,43,6.65,85,1452.199978,1,
A4-08,A408--00104,104,Acer,rubrum,Acer rubrum,19,10.8,101,283.5284975,1,
A4-08,A408--00500,500,Acer,rubrum,Acer rubrum,13.9,12.1,137,151.746651,1,
A4-08,A408--01382,1382,Acer,rubrum,Acer rubrum,3.6,12.3,48,10.1787516,1,
A4-08,A408--00132,132,Acer,rubrum,Acer rubrum,16,10,0,201.06176,1,
A4-08,A408--00134,134,Acer,rubrum,Acer rubrum,5.7,11.3,3,25.51756478,1,
A4-08,A408--01386,1386,Acer,rubrum,Acer rubrum,14.7,7.4,330,169.7165458,1,
A4-08,A408--00142,142,Acer,rubrum,Acer rubrum,28.2,14.5,280,624.5795079,1,
A4-08,A408--00141,141,Acer,rubrum,Acer rubrum,34.4,10,270,929.4079856,1,
A4-08,A408--00528,528,Acer,rubrum,Acer rubrum,71.5,15,225,4015.148369,1,
A4-08,A408--00527,527,Acer,rubrum,Acer rubrum,18.4,13,205,265.9041776,1,
A4-08,A408--01393,1393,Acer,rubrum,Acer rubrum,6.1,15.28,188,29.22464098,1,
A4-08,A408--00457,457,Acer,rubrum,Acer rubrum,50.6,13.9,152,2010.900343,1,
A4-08,A408--00136,136,Acer,rubrum,Acer rubrum,7.5,11,3,44.17860938,1,
A4-08,A408--00143,143,Quercus,prinus,Quercus prinus,6.6,0.75,232,34.2119151,1,
A4-08,A408--00441,441,Quercus,prinus,Quercus prinus,60.1,12.15,15,2836.863624,1,
A4-08,A408--00538,538,Quercus,rubra,Quercus rubra,3.8,1.32,153,11.3411399,1,
A4-08,A408--00110,110,Quercus,rubra,Quercus rubra,12.4,1.9,15,120.7627196,1,
A4-08,A408--00107,107,Quercus,rubra,Quercus rubra,63.5,3.75,39,3166.919069,1,
A4-08,A408--00106,106,Quercus,rubra,Quercus rubra,9,3.25,5,63.6171975,1,
A4-08,A408--00112,112,Quercus,rubra,Quercus rubra,6.7,3.96,37,35.25649378,1,
A4-08,A408--00114,114,Quercus,rubra,Quercus rubra,5.95,27.3,70,27.80503499,1,
A4-08,A408--00115,115,Quercus,rubra,Quercus rubra,6,5.28,60,28.27431,1,
A4-08,A408--00499,499,Quercus,rubra,Quercus rubra,16.3,14,141,208.6722618,1,
A4-08,A408--00459,459,Quercus,rubra,Quercus rubra,78.2,11.3,87,4802.894208,1,
A4-08,A408--00481,481,Quercus,rubra,Quercus rubra,11.1,11.3,104,96.76882598,1,
A4-08,A408--00458,458,Quercus,rubra,Quercus rubra,21.4,9.8,94,359.6806391,1,
A4-08,A408--00101,101,Quercus,rubra,Quercus rubra,6.2,9.8,20,30.1906799,1,
A4-08,A408--00120,120,Quercus,rubra,Quercus rubra,6.2,7.3,350,30.1906799,1,
A4-08,A408--00109,109,Quercus,rubra,Quercus rubra,25.5,5.7,346,510.7047244,1,
A4-08,A408--00443,443,Quercus,rubra,Quercus rubra,3.6,15,320,10.1787516,1,
A4-08,A408--00137,137,Quercus,rubra,Quercus rubra,24.4,14.3,291,467.5942556,1,
A4-08,A408--00444,444,Quercus,rubra,Quercus rubra,3.8,10,281,11.3411399,1,
A4-08,A408--01395,1395,Quercus,rubra,Quercus rubra,15.3,13.1,183,183.8537008,1,
A4-08,A408--01400,1400,Quercus,rubra,Quercus rubra,17.4,15.13,178,237.7869471,1,
A4-08,A408--00469,469,Quercus,rubra,Quercus rubra,24.9,11.4,173,486.954304,1,
A4-08,A408--00129,129,Quercus,alba,Quercus alba,5.2,10.7,350,21.2371484,1,
A4-08,A408--00138,138,Quercus,alba,Quercus alba,9.9,15.35,285,76.97680898,1,
A4-08,A408--00144,144,Quercus,alba,Quercus alba,5.6,6.95,278,24.6300656,1,
A4-08,A408--00442,442,Quercus,alba,Quercus alba,3.9,6.2,280,11.94589598,1,
A4-08,A408--00534,534,Quercus,alba,Quercus alba,22,8.34,229,380.13239,1,
A4-08,A408--00526,526,Quercus,alba,Quercus alba,5.5,14.2,195,23.75827438,1,
A4-08,A408--00524,524,Quercus,alba,Quercus alba,6.6,15.7,195,34.2119151,1,
A4-08,A408--01399,1399,Quercus,alba,Quercus alba,5.9,14,174,27.33968698,1,
A4-08,A408--00479,479,Quercus,alba,Quercus alba,29.4,11.35,150,678.8661831,1,
A4-08,A408--00492,492,Quercus,alba,Quercus alba,64.2,16,140,3237.125752,1,
A4-08,A408--00480,480,Quercus,alba,Quercus alba,4.4,9.1,125,15.2052956,1,
A4-08,A408--00133,133,Quercus,alba,Quercus alba,24.9,15.85,358,486.954304,1,
A4-08,A408--00532,532,Pinus,strobus,Pinus strobus,36.2,10.8,235,1029.2163,1,
A4-08,A408--00529,529,Pinus,strobus,Pinus strobus,27.5,14.75,230,593.9568594,1,
A4-09,A4-09-71-00656,656,Acer,rubrum,Acer rubrum,10.5,14.3,144,86.59007438,1,
A4-09,A4-09-71-00660,660,Acer,rubrum,Acer rubrum,20.7,2.2,139,336.5349748,1,
A4-09,A4-09-71-00663,663,Acer,rubrum,Acer rubrum,9.1,9.4,150,65.03876698,1,
A4-09,A4-09-71-00664,664,Acer,rubrum,Acer rubrum,23.2,11.2,149,422.7323504,1,
A4-09,A4-09-71-00665,665,Acer,rubrum,Acer rubrum,7.2,15.9,168,40.7150064,1,
A4-09,A4-09-71-00670,670,Acer,rubrum,Acer rubrum,3.4,10.5,165,9.0791951,1,
A4-09,A4-09-71-00672,672,Acer,rubrum,Acer rubrum,6.2,10.1,172,30.1906799,1,
