"","x","y","zmax","zmean","zsd","zskew","zkurt","zentropy","pzabovezmean","pzabove2","zq5","zq10","zq15","zq20","zq25","zq30","zq35","zq40","zq45","zq50","zq55","zq60","zq65","zq70","zq75","zq80","zq85","zq90","zq95","zpcum1","zpcum2","zpcum3","zpcum4","zpcum5","zpcum6","zpcum7","zpcum8","zpcum9"
"1735",11471670.3146,3904642.5134,45.13,36.8168759342302,4.37294957438268,-4.45055679021932,32.9288795631626,0.262696465385544,91.4798206278027,99.4020926756353,25.824,37.136,37.23,37.276,37.33,37.37,37.41,37.452,37.51,37.54,37.6,37.65,37.712,37.78,37.83,37.9,38.02,38.23,39.12,0.598802395209581,0.598802395209581,0.598802395209581,0.598802395209581,0.598802395209581,7.03592814371257,7.63473053892216,8.53293413173653,96.1077844311377
"1736",11471703.123,3904642.5134,45.3,30.2100974930362,5.5319491084859,0.887719741082127,3.07647774961395,0.607931023716032,46.100278551532,100,24.61,24.68,24.75,24.814,24.88,24.96,25.1495,27.446,29.023,29.73,30.4205,31.016,31.42,31.908,32.34,35.426,37.66,37.88,40.553,0,0,0,0,0,39.6094839609484,67.5034867503487,81.0320781032078,95.536959553696
"1883",11471506.2726,3904609.705,49.5,46.8741167434716,1.67165683225103,-0.471889504741133,2.40433295063773,0.484157980256302,54.531490015361,100,43.905,44.52,44.96,45.35,45.635,46.01,46.265,46.57,46.85,47.12,47.335,47.59,47.775,48.04,48.22,48.51,48.71,48.95,49.195,0,0,0,0,0,0,0,0,10.4615384615385
"1884",11471539.081,3904609.705,47.71,42.3288869565217,2.54195982159154,-0.30690207782476,2.37611940694076,0.599412709021641,52.8695652173913,100,37.807,38.722,39.333,39.968,40.58,41.064,41.449,41.86,42.186,42.54,42.874,43.2,43.521,43.87,44.3,44.662,45.129,45.636,46.159,0,0,0,0,0,0,0,6.96864111498258,56.6202090592334
"1888",11471670.3146,3904609.705,39.72,28.6545583038869,4.90895829830227,1.28170714639973,2.67814126283938,0.330015614730246,23.321554770318,100,25.76,25.81,25.84,25.87,25.89,25.91,25.93,25.95,25.98,26,26.0275,26.07,26.1,26.14,26.3075,37.18,37.28,37.4,37.7425,0,0,0,0,0,0,76.8141592920354,76.8141592920354,77.3451327433628
"1889",11471703.123,3904609.705,43.71,33.631800486618,4.55216460642624,-0.710420371634076,2.51977348898502,0.639315920730883,55.7177615571776,100,24.52,24.88,28.97,30.36,30.48,30.79,32.8,33.1,33.79,34.65,35.465,36.21,36.76,37.23,37.39,37.55,37.79,38.33,39.02,0,0,0,0,0,13.1707317073171,28.5365853658537,51.219512195122,97.0731707317073
"1890",11471735.9314,3904609.705,37.85,31.2091911764706,2.95983611553915,-0.127716599988474,2.32681544887468,0.678805256918575,50.8823529411765,100,26.0375,27.141,27.91,28.478,29.1075,29.61,30.1,30.472,30.89,31.27,31.679,32.138,32.4735,32.953,33.43,33.932,34.513,35.126,35.92,0,0,0,0,0,0,6.62739322533137,37.1134020618557,81.8851251840943
"2040",11471637.5062,3904576.8966,31.91,26.4689137380192,1.30556670382902,3.32880820618624,12.4881005704737,0.248992822782393,9.90415335463259,100,25.85,25.905,25.94,25.98,26,26.03,26.04,26.07,26.1,26.12,26.14,26.17,26.19,26.22,26.25,26.28,26.3525,26.46,31.2325,0,0,0,0,0,0,0,0,93.44
"2041",11471670.3146,3904576.8966,31.27,26.3360638297872,1.01616315903226,4.36724092970382,20.6251919439422,0.204017215897105,14.8936170212766,100,25.883,25.93,25.969,25.99,26.03,26.059,26.0755,26.1,26.11,26.13,26.1515,26.168,26.1745,26.201,26.22,26.258,26.312,26.391,26.5335,0,0,0,0,0,0,0,0,96.7741935483871
"2043",11471735.9314,3904576.8966,36.57,34.156204379562,1.32917717326241,-0.253994725221691,2.42578383665089,0.466642091966813,54.014598540146,100,31.872,32.316,32.802,32.978,33.27,33.43,33.608,33.894,34.052,34.26,34.424,34.582,34.674,34.934,35.13,35.394,35.628,35.866,36.252,0,0,0,0,0,0,0,0,19.8529411764706
"2044",11471768.7398,3904576.8966,34.39,29.53375,2.74229449560654,-0.309218573543018,2.30148684686126,0.671830035868985,52.8481012658228,100,24.642,25.6,26.322,26.914,27.5175,28.093,28.5685,28.97,29.36,29.78,30.17,30.546,30.9,31.267,31.74,32.114,32.5135,33.076,33.659,0,0,0,0,0,0,2.85261489698891,25.0396196513471,66.4025356576862
"2192",11471604.6978,3904544.0882,38.02,31.3072894333844,3.56337696176272,-0.0861115414997456,1.82604105030712,0.676496835476733,52.6799387442573,100,26.016,26.08,26.25,26.918,28.24,29.096,29.814,30.488,31.098,31.63,32.13,32.642,33.136,33.688,34.27,34.768,35.332,35.998,36.792,0,0,0,0,0,0,18.7403993855607,39.1705069124424,74.6543778801843
"2193",11471637.5062,3904544.0882,38.48,26.7802222222222,2.64842207785835,4.03398569465381,17.352715943778,0.124639021426225,5.18518518518519,100,25.99,26.03,26.041,26.068,26.09,26.1,26.109,26.12,26.13,26.14,26.15,26.164,26.18,26.2,26.24,26.33,26.39,26.43,29.7590000000001,0,0,0,0,0,0,95.5223880597015,95.5223880597015,95.5223880597015
"2194",11471670.3146,3904544.0882,25.84,21.675,4.04252958610638,0.0054035664441111,1.00770487880044,0.212746053553363,50,100,17.751,17.766,17.799,17.82,17.82,17.826,17.837,17.852,17.8685,21.52,25.1805,25.296,25.3905,25.429,25.4875,25.57,25.6735,25.789,25.8235,0,0,0,0,0,0,54.5454545454545,54.5454545454545,54.5454545454545
"2195",11471703.123,3904544.0882,27.41,26.754,0.589516751246307,0.365599922600404,1.19188000024266,0.201971897269256,40,100,26.248,26.266,26.284,26.302,26.32,26.342,26.364,26.386,26.408,26.43,26.62,26.81,27,27.19,27.38,27.386,27.392,27.398,27.404,0,0,0,0,0,0,0,0,0
"2197",11471768.7398,3904544.0882,34.05,32.8039361702128,0.893550629267724,-0.653060508647718,2.55101989902528,0.349289296557864,57.4468085106383,100,31.2655,31.418,31.8085,31.992,32.14,32.379,32.563,32.752,32.8485,32.935,33.153,33.268,33.3845,33.411,33.4675,33.55,33.752,33.834,33.9635,0,0,0,0,0,0,0,0,1.0752688172043
"2198",11471801.5482,3904544.0882,37.56,29.4385575364668,3.05063986693601,0.0417378197639081,2.58016706635084,0.692425268571354,50.7293354943274,100,24.292,25.414,26.164,26.714,27.25,27.712,28.172,28.664,29.14,29.49,29.906,30.33,30.724,31.186,31.56,32.018,32.562,33.21,34.522,0,0,0,0,0,0.487012987012987,17.3701298701299,56.4935064935065,92.5324675324675
"2199",11471834.3566,3904544.0882,30.73,21.395829787234,6.10982005058512,-2.08510284685486,7.80528590447649,0.784223956503137,60.4255319148936,95.6028368794326,2.374,17.632,18.536,19.296,19.92,20.422,21.008,21.448,21.924,22.35,22.744,23.264,23.7,24.288,24.75,25.49,26.114,26.954,28.208,6.25,6.53409090909091,6.67613636363636,6.67613636363636,6.67613636363636,14.2045454545455,40.7670454545455,73.5795454545455,92.8977272727273
"2316",11470653.2542,3904511.2798,39.83,27.4024922600619,6.41923046988667,-0.979820337899627,4.42782794538267,0.79048304548807,58.2043343653251,100,17.565,20.22,20.29,20.44,23.9875,25.295,26.2125,27.12,27.8125,28.685,29.2875,29.6,30.11,30.855,31.72,32.64,33.6625,34.64,36.1925,0,2.63565891472868,3.10077519379845,3.56589147286822,7.13178294573643,24.4961240310077,45.5813953488372,75.968992248062,93.6434108527132
"2344",11471571.8894,3904511.2798,35.72,31.5044768439108,2.44192062016449,-0.456470969768837,2.39751506421816,0.627482635477706,54.8885077186964,100,27.012,27.892,28.71,29.344,29.855,30.232,30.737,31.048,31.489,31.81,32.201,32.44,32.765,33.17,33.42,33.86,34.164,34.578,34.929,0,0,0,0,0,0,0.343642611683849,14.2611683848797,54.46735395189
"2345",11471604.6978,3904511.2798,35.39,34.50625,0.531683896650488,-0.714034761632327,3.01825196085166,0.249716668126848,60.4166666666667,100,33.59,33.76,33.895,34.082,34.255,34.325,34.39,34.506,34.543,34.57,34.62,34.704,34.7665,34.826,34.92,34.986,34.9995,35.078,35.2155,0,0,0,0,0,0,0,0,0
"2346",11471637.5062,3904511.2798,26.17,24.1192134831461,1.84571926464589,-2.769554745951,10.7540659105811,0.431494872564431,66.8539325842697,100,17.836,23.201,23.4655,23.652,23.86,24.042,24.189,24.298,24.433,24.54,24.6435,24.752,24.8705,24.979,25.0675,25.188,25.3145,25.441,25.7515,0,0,0,0,0,0,5.64971751412429,5.64971751412429,18.6440677966102
"2347",11471670.3146,3904511.2798,25,18.5402808112324,2.1848636790477,1.60910457161923,3.88835470158438,0.264826513211586,20.7488299531981,100,17.22,17.25,17.27,17.31,17.34,17.38,17.41,17.44,17.48,17.52,17.55,17.59,17.63,17.68,17.78,20.57,21.95,22.71,23.57,0,0,0,0,0,0,47.1875,79.6875,88.28125
"2348",11471703.123,3904511.2798,30.49,23.3885326953748,4.30876690997232,-0.280740430015895,1.59598167315261,0.608795063162812,62.8389154704944,100,17.503,17.58,17.639,17.7,17.765,17.92,23.293,23.518,23.86,24.21,25.133,25.54,25.96,26.37,26.86,27.428,27.97,28.584,29.328,0,0,0,0,0,31.9488817891374,33.0670926517572,50.6389776357827,80.3514376996805
"2349",11471735.9314,3904511.2798,31.04,28.5877914110429,1.37255237797912,-0.311621162581864,2.14551312709498,0.497084384074816,54.601226993865,100,26.07,26.684,26.987,27.186,27.58,27.762,28,28.338,28.557,28.77,28.941,29.182,29.322,29.508,29.72,29.89,30.017,30.294,30.519,0,0,0,0,0,0,0,0,33.9506172839506
"2350",11471768.7398,3904511.2798,39.55,34.1746887966805,2.45336384859284,0.0690545143740778,2.43958314397318,0.625163813060548,48.1327800829876,100,30.03,31.09,31.59,31.99,32.52,32.79,33.25,33.38,33.79,33.98,34.44,34.67,35.05,35.47,35.83,36.45,36.98,37.51,38.36,0,0,0,0,0,0,0,16.25,72.0833333333333
"2351",11471801.5482,3904511.2798,40.45,37.5321472392638,1.97821095370682,-0.707635162411737,2.75891570742037,0.53879245836789,55.9815950920245,100,33.7255,34.722,35.372,35.73,36.2575,36.576,36.9985,37.3,37.58,37.935,38.15,38.45,38.7215,38.91,39.18,39.37,39.6035,39.848,40,0,0,0,0,0,0,0,1.0752688172043,28.2642089093702
"2496",11471539.081,3904478.4714,35.76,31.0324784853701,2.56177148802619,-0.322419869028164,2.27315363950051,0.646706612163472,53.8726333907057,100,26.45,27.36,28.05,28.68,29.14,29.64,30.09,30.54,30.91,31.27,31.63,31.97,32.37,32.64,33.07,33.43,33.87,34.4,34.85,0,0,0,0,0,0,0.689655172413793,19.6551724137931,63.7931034482759
"2497",11471571.8894,3904478.4714,35.35,34.3644444444444,0.650460051471457,-0.929954342232224,2.98023916260875,0.299672569145156,58.3333333333333,100,32.9985,33.304,33.5965,33.828,34,34.206,34.29,34.344,34.518,34.575,34.6505,34.708,34.7415,34.777,34.8,34.856,34.9675,35.04,35.07,0,0,0,0,0,0,0,0,0
"2498",11471604.6978,3904478.4714,29.07,26.9681355932203,0.773962959920045,0.0572573175767657,2.56106287606266,0.355542882034591,47.4576271186441,100,25.692,26.006,26.148,26.328,26.46,26.54,26.666,26.754,26.812,26.91,27.01,27.108,27.23,27.352,27.56,27.686,27.84,27.996,28.238,0,0,0,0,0,0,0,0,15.9090909090909
"2499",11471637.5062,3904478.4714,26.82,23.8420031545741,1.53130913645679,-0.0679941638706366,2.1024241427966,0.552512017234615,50.4731861198738,100,21.34,21.773,22.1395,22.37,22.63,22.899,23.1055,23.37,23.5985,23.85,24.07,24.35,24.5845,24.852,25.03,25.332,25.64,25.937,26.33,0,0,0,0,0,0,0,6.0126582278481,56.6455696202532
"2502",11471735.9314,3904478.4714,37.98,27.9248936170213,5.13756819086992,0.31776151035982,2.15082461698106,0.780855850539554,44.5035460992908,100,19.743,21.412,22.9775,23.786,24.035,24.309,25.19,25.728,26.3335,26.97,27.8865,28.74,29.6,30.598,31.735,32.564,34.8555,36.397,36.8155,0,0,0,0,0.177619893428064,14.3872113676732,47.4245115452931,69.0941385435169,83.8365896980462
"2503",11471768.7398,3904478.4714,33.51,26.7504754358162,2.89039445250338,0.0245862252489202,2.36846540487849,0.697723009727442,49.6038034865293,100,21.93,22.83,23.65,24.17,24.65,25.09,25.51,25.89,26.275,26.75,27.13,27.58,27.975,28.41,28.85,29.33,29.92,30.65,31.635,0,0,0,0,0,0.158730158730159,13.968253968254,51.5873015873016,87.1428571428572
"2648",11471506.2726,3904445.663,35.89,30.8031630971993,2.62107400166426,-0.296035304257934,2.30567539711376,0.652200175878454,52.8830313014827,100,26.119,27.03,27.769,28.404,28.96,29.402,29.83,30.322,30.6,31.03,31.333,31.72,32.069,32.49,32.845,33.268,33.832,34.264,34.73,0,0,0,0,0,0,1.32013201320132,22.7722772277228,68.3168316831683
"2649",11471539.081,3904445.663,35.45,34.2246753246753,0.797564688707186,-0.483789041895862,2.26678484982561,0.344532520980736,54.5454545454545,100,32.758,33.108,33.31,33.406,33.7,33.83,33.926,34.1,34.198,34.38,34.438,34.606,34.694,34.772,34.87,34.968,35.088,35.18,35.294,0,0,0,0,0,0,0,0,0
"2650",11471571.8894,3904445.663,30.49,28.9882142857143,0.623700107627762,0.136529151353278,2.33817563314927,0.31272058681518,46.4285714285714,100,27.9795,28.22,28.337,28.464,28.545,28.647,28.6965,28.786,28.86,28.93,29.029,29.104,29.2035,29.316,29.475,29.61,29.71,29.871,30.01,0,0,0,0,0,0,0,0,0
"2651",11471604.6978,3904445.663,29.02,26.15746105919,1.4668510647176,-0.151754204384053,2.10941991708808,0.521147791602975,51.4018691588785,100,23.641,24.132,24.503,24.752,25.0025,25.32,25.51,25.744,25.99,26.22,26.46,26.646,26.89,27.117,27.3375,27.6,27.8085,28.08,28.389,0,0,0,0,0,0,0,1.24804992199688,47.8939157566303
"2654",11471703.123,3904445.663,41.33,33.7270571010249,3.12392460904714,-0.0328887683880561,7.57539280556559,0.616959940413418,44.3631039531479,100,29.706,30.474,31.06,31.51,31.84,32.172,32.497,32.82,33.1,33.36,33.69,33.91,34.23,34.494,34.875,35.462,36.198,39.408,40.19,0,0,0.146627565982405,0.146627565982405,0.146627565982405,0.879765395894428,1.61290322580645,44.574780058651,87.3900293255132
"2800",11471473.4642,3904412.8546,32.08,25.8485781990521,3.06234731481413,0.011866760305642,2.13883229013701,0.706495588075106,46.7614533965245,100,20.75,21.618,22.426,23.174,23.65,24.146,24.63,24.87,25.024,25.51,26.1,26.66,27.248,27.788,28.35,28.78,29.454,30.148,30.894,0,0,0,0,0,0.158227848101266,15.1898734177215,51.1075949367089,80.379746835443
"2801",11471506.2726,3904412.8546,37.04,31.0058288770053,4.89155259700529,-0.441962197275388,1.39369457641949,0.508071282856585,63.6363636363636,100,24.403,24.48,24.578,24.622,24.735,24.814,25.82,31.996,32.894,33.3,33.748,34.17,34.498,34.844,35.17,35.43,35.86,36.092,36.274,0,0,0,0,0,0,35.4838709677419,35.4838709677419,51.0752688172043
"2802",11471539.081,3904412.8546,34.55,31.5059813084112,0.716349313721993,0.872044880121475,4.73768998367529,0.312634279539135,47.6635514018692,100,30.536,30.716,30.76,30.92,30.965,31.056,31.102,31.242,31.301,31.41,31.569,31.64,31.747,31.862,31.96,32.05,32.221,32.418,32.674,0,0,0,0,0,0,0,0,34.9056603773585
"2803",11471571.8894,3904412.8546,31.31,28.5097872340426,1.44988901346887,-0.139026567498227,2.1128031377339,0.50974974319633,50.9001636661211,100,26.15,26.54,26.86,27.14,27.41,27.64,27.885,28.07,28.285,28.55,28.76,29.01,29.26,29.46,29.69,29.95,30.175,30.46,30.735,0,0,0,0,0,0,0,0.163934426229508,42.6229508196721
"2806",11471670.3146,3904412.8546,43.85,36.2406751054852,3.58820667593499,0.66593864396075,2.1226372349979,0.604466101878525,34.3178621659634,100,31.685,32.38,32.825,33.28,33.63,34,34.29,34.57,34.895,35.17,35.51,35.77,36.155,36.62,40.385,41.06,41.615,42.05,42.61,0,0,0,0,0,0,0.563380281690141,48.3098591549296,74.225352112676
"2807",11471703.123,3904412.8546,43.26,36.3006865671642,4.46388438503489,-0.280511945212489,1.80643884075409,0.657857936975848,53.2835820895522,100,29.139,29.659,30.1875,30.716,31.465,34.86,35.3715,35.72,36.1105,36.645,37.0995,37.564,38.484,40.149,40.64,41.062,41.4265,41.771,42.33,0,0,0,0,0,0,15.8445440956652,28.101644245142,66.5171898355755
"2952",11471440.6558,3904380.0462,32.81,27.5320616883117,2.84729530243665,-0.198877244265312,2.295577276116,0.692055893516662,51.6233766233766,100,22.635,23.52,24.285,24.88,25.5075,25.935,26.445,26.93,27.2675,27.68,28.0425,28.44,28.8375,29.225,29.7,30.2,30.725,31.355,32.0775,0,0,0,0,0,0,6.34146341463415,32.3577235772358,73.3333333333333
"2953",11471473.4642,3904380.0462,32.74,30.7529230769231,1.12304365378223,-0.427392830470009,2.39951608172284,0.428718893414097,55.3846153846154,100,28.6915,29.283,29.364,29.762,30.06,30.15,30.2275,30.592,30.8025,30.905,31.0195,31.198,31.417,31.55,31.63,31.768,31.923,32.081,32.375,0,0,0,0,0,0,0,0,16.2790697674419
"2954",11471506.2726,3904380.0462,30.45,28.6805319148936,1.73068782834616,-2.47263803201464,8.19733475499442,0.365660259823299,73.4042553191489,100,23.301,27.946,28.216,28.49,28.635,28.777,28.88,28.974,29.0785,29.175,29.223,29.346,29.4045,29.48,29.5325,29.586,29.72,29.795,30.097,0,0,0,0,0,0,0,7.52688172043011,8.60215053763441
"2955",11471539.081,3904380.0462,35.33,27.8830685358255,4.42691802565893,-0.151458538302615,1.47440250335144,0.652362079355336,55.7632398753894,100,21.9505,22.16,22.35,22.55,22.73,22.94,23.4755,27.144,28.0145,29.26,29.9,30.316,30.7265,31.131,31.6075,32.176,32.6685,33.345,34.0595,0,0,0,0,0,0,35.4134165366615,46.4898595943838,76.4430577223089
"2958",11471637.5062,3904380.0462,46.05,37.7101603498542,3.64792741523254,-0.187056466299663,10.5653096618059,0.591814457538446,36.0058309037901,100,33.47,34.17,34.655,35.03,35.425,35.69,36.0575,36.27,36.635,36.875,37.18,37.45,37.7525,38.09,38.5675,42.36,43.34,43.895,44.52,0,0.145985401459854,0.145985401459854,0.145985401459854,0.145985401459854,0.145985401459854,0.291970802919708,48.9051094890511,79.8540145985401
"2959",11471670.3146,3904380.0462,45.68,39.4122881355932,4.02763226116116,-0.529138827069604,2.06573301639697,0.624417773840252,54.3785310734463,100,32.3335,32.987,33.3905,33.97,37.21,38.321,38.72,39.05,39.39,39.715,40.11,40.918,42.27,42.707,43.1025,43.416,43.69,43.95,44.343,0,0,0,0,0,0,3.11173974540311,22.4893917963225,60.5374823196605
"2960",11471703.123,3904380.0462,38.45,28.7659264931087,5.80959767099951,-3.04019683465529,14.1022231565419,0.623398098778737,62.6339969372129,99.5405819295559,20.902,26.732,27.18,27.62,27.91,28.306,28.63,28.938,29.204,29.58,29.87,30.132,30.47,30.794,31.12,31.472,31.844,32.33,33.294,2.60736196319018,3.52760736196319,3.52760736196319,5.06134969325153,5.06134969325153,5.06134969325153,11.9631901840491,69.7852760736196,95.2453987730061
"3104",11471407.8474,3904347.2378,34.05,28.338188277087,2.90705692855179,-0.0938855797550831,2.28910004172955,0.688047250842188,49.7335701598579,100,23.372,24.372,25.11,25.742,26.26,26.732,27.204,27.6,28.009,28.32,28.752,29.162,29.59,30.004,30.48,31.076,31.59,32.306,33.215,0,0,0,0,0,0,7.47330960854092,35.2313167259786,76.3345195729537
"3105",11471440.6558,3904347.2378,34.14,32.0584375,1.35719670133907,-0.495404652815155,2.30566370817955,0.459911182353089,55.7291666666667,100,29.6695,30.102,30.4925,30.774,30.99,31.329,31.567,31.844,32.118,32.295,32.4415,32.65,32.8515,33.05,33.21,33.368,33.5335,33.696,33.869,0,0,0,0,0,0,0,0,19.8952879581152
"3106",11471473.4642,3904347.2378,30.92,30.146875,0.453294378578418,-0.453346254190742,2.73426477333862,0.205898691340413,53.125,100,29.2815,29.538,29.6445,29.808,29.895,29.946,30.0705,30.102,30.1335,30.2,30.2365,30.284,30.33,30.366,30.4775,30.51,30.6285,30.754,30.7985,0,0,0,0,0,0,0,0,0
"3107",11471506.2726,3904347.2378,30.75,28.3397955390335,1.23741145499622,-0.273961170097497,2.29140867724637,0.476282070790974,52.7881040892193,100,26.137,26.594,26.9,27.214,27.48,27.671,27.86,28.098,28.21,28.42,28.5835,28.774,28.9305,29.14,29.3475,29.506,29.72,29.943,30.1815,0,0,0,0,0,0,0,0,30.1675977653631
"3110",11471604.6978,3904347.2378,47.6,38.5217655172414,5.24049132857134,-3.96546554095245,26.9966824715178,0.606982608346324,53.6551724137931,99.448275862069,35.142,35.862,36.36,36.75,37.14,37.442,37.764,38.106,38.45,38.75,39.072,39.41,39.682,39.986,40.29,40.644,41.268,42.428,45.688,0.552486187845304,1.10497237569061,1.51933701657459,2.07182320441989,2.34806629834254,2.34806629834254,2.34806629834254,39.2265193370166,90.8839779005525
